Datum;Kategorie;Flugpassagiere;Luftfracht;Flugbewegungen
24.04.2020;Passagierverkehr;61;;9
24.04.2020;Fracht Express;0;129;13
24.04.2020;Fracht Cargo;0;75;2
25.04.2020;Passagierverkehr;0;;7
25.04.2020;Andere Kategorien;0;;2
25.04.2020;Fracht Express;0;41;4
25.04.2020;Fracht Cargo;0;91;4
26.04.2020;Fracht Express;0;;
26.04.2020;Fracht Cargo;0;;
26.04.2020;Andere Kategorien;0;;5
26.04.2020;Passagierverkehr;0;;3
27.04.2020;Passagierverkehr;63;;26
27.04.2020;Fracht Cargo;0;106;4
27.04.2020;Fracht Express;0;152;12
27.04.2020;Andere Kategorien;38;;23
28.04.2020;Fracht Cargo;0;23;2
28.04.2020;Passagierverkehr;18;0;12
28.04.2020;Andere Kategorien;0;;7
28.04.2020;Fracht Express;0;171;19
29.04.2020;Fracht Express;0;170;18
29.04.2020;Andere Kategorien;9;;13
29.04.2020;Passagierverkehr;2;0;11
29.04.2020;Fracht Cargo;0;57;4
30.04.2020;Fracht Cargo;0;10;2
30.04.2020;Andere Kategorien;5;;7
30.04.2020;Passagierverkehr;2;;10
30.04.2020;Fracht Express;0;182;18
01.05.2020;Passagierverkehr;56;;8
01.05.2020;Fracht Express;0;84;7
01.05.2020;Fracht Cargo;0;;
01.05.2020;Andere Kategorien;5;;4
02.05.2020;Passagierverkehr;4;;8
02.05.2020;Fracht Express;0;31;4
02.05.2020;Fracht Cargo;0;206;6
02.05.2020;Andere Kategorien;7;;4
03.05.2020;Passagierverkehr;87;;6
03.05.2020;Andere Kategorien;1;;4
03.05.2020;Fracht Express;0;;
03.05.2020;Fracht Cargo;0;;
04.05.2020;Passagierverkehr;7;;16
04.05.2020;Fracht Cargo;0;113;4
04.05.2020;Fracht Express;0;129;13
04.05.2020;Andere Kategorien;14;;13
05.05.2020;Fracht Express;0;165;16
05.05.2020;Andere Kategorien;1;;18
05.05.2020;Passagierverkehr;9;0;8
05.05.2020;Fracht Cargo;0;;
06.05.2020;Andere Kategorien;2;;16
06.05.2020;Passagierverkehr;3;;6
06.05.2020;Fracht Express;0;173;16
06.05.2020;Fracht Cargo;0;55;4
07.05.2020;Passagierverkehr;2;;16
07.05.2020;Fracht Cargo;0;26;2
07.05.2020;Fracht Express;0;176;16
07.05.2020;Andere Kategorien;8;;16
08.05.2020;Passagierverkehr;88;1;15
08.05.2020;Fracht Express;0;132;12
08.05.2020;Fracht Cargo;0;;
08.05.2020;Andere Kategorien;0;;7
09.05.2020;Passagierverkehr;150;;7
09.05.2020;Fracht Express;0;24;4
09.05.2020;Fracht Cargo;0;75;4
09.05.2020;Andere Kategorien;2;;5
10.05.2020;Passagierverkehr;120;0;9
10.05.2020;Fracht Cargo;0;40;2
10.05.2020;Andere Kategorien;0;;4
10.05.2020;Fracht Express;0;;
11.05.2020;Fracht Express;0;125;11
11.05.2020;Fracht Cargo;0;105;4
11.05.2020;Passagierverkehr;0;;8
11.05.2020;Andere Kategorien;1;;4
12.05.2020;Passagierverkehr;13;0;26
12.05.2020;Andere Kategorien;49;;46
12.05.2020;Fracht Cargo;0;55;2
12.05.2020;Fracht Express;0;174;17
13.05.2020;Passagierverkehr;0;0;13
13.05.2020;Fracht Express;0;183;16
13.05.2020;Fracht Cargo;0;69;2
13.05.2020;Andere Kategorien;8;;68
14.05.2020;Andere Kategorien;6;;39
14.05.2020;Fracht Express;0;176;16
14.05.2020;Passagierverkehr;4;0;11
14.05.2020;Fracht Cargo;0;48;4
15.05.2020;Andere Kategorien;4;;59
15.05.2020;Passagierverkehr;12;0;16
15.05.2020;Fracht Express;0;146;13
15.05.2020;Fracht Cargo;0;;
16.05.2020;Fracht Express;0;52;4
16.05.2020;Passagierverkehr;1;;8
16.05.2020;Fracht Cargo;0;113;4
16.05.2020;Andere Kategorien;2;;103
17.05.2020;Fracht Express;0;;
17.05.2020;Passagierverkehr;137;;9
17.05.2020;Fracht Cargo;0;42;2
17.05.2020;Andere Kategorien;2;;90
18.05.2020;Andere Kategorien;4;;86
18.05.2020;Passagierverkehr;4;;12
18.05.2020;Fracht Express;0;142;13
18.05.2020;Fracht Cargo;0;58;2
19.05.2020;Andere Kategorien;5;;54
19.05.2020;Passagierverkehr;4;;14
19.05.2020;Fracht Express;0;180;16
19.05.2020;Fracht Cargo;0;72;4
20.05.2020;Passagierverkehr;115;;15
20.05.2020;Fracht Express;0;190;16
20.05.2020;Fracht Cargo;0;115;4
20.05.2020;Andere Kategorien;0;;90
21.05.2020;Fracht Cargo;0;27;2
21.05.2020;Andere Kategorien;16;;66
21.05.2020;Passagierverkehr;148;0;16
21.05.2020;Fracht Express;0;64;5
22.05.2020;Passagierverkehr;8;0;14
22.05.2020;Fracht Express;0;108;15
22.05.2020;Andere Kategorien;16;;114
22.05.2020;Fracht Cargo;0;;
23.05.2020;Fracht Cargo;0;114;4
23.05.2020;Passagierverkehr;125;;11
23.05.2020;Fracht Express;0;30;4
23.05.2020;Andere Kategorien;0;;6
24.05.2020;Fracht Express;0;;
24.05.2020;Andere Kategorien;0;;53
24.05.2020;Passagierverkehr;119;;16
24.05.2020;Fracht Cargo;0;50;2
25.05.2020;Passagierverkehr;2;;12
25.05.2020;Andere Kategorien;15;;91
25.05.2020;Fracht Express;0;148;12
25.05.2020;Fracht Cargo;0;85;4
26.05.2020;Fracht Express;0;167;16
26.05.2020;Andere Kategorien;1;;74
26.05.2020;Passagierverkehr;14;0;21
26.05.2020;Fracht Cargo;0;49;2
27.05.2020;Passagierverkehr;126;;11
27.05.2020;Fracht Express;0;177;16
27.05.2020;Fracht Cargo;0;57;5
27.05.2020;Andere Kategorien;4;;112
28.05.2020;Fracht Express;0;186;17
28.05.2020;Andere Kategorien;1;;77
28.05.2020;Passagierverkehr;3;;15
28.05.2020;Fracht Cargo;0;42;3
29.05.2020;Passagierverkehr;19;0;17
29.05.2020;Andere Kategorien;10;;192
29.05.2020;Fracht Express;0;150;13
29.05.2020;Fracht Cargo;0;60;2
30.05.2020;Fracht Cargo;0;87;4
30.05.2020;Andere Kategorien;0;;99
30.05.2020;Passagierverkehr;0;;7
30.05.2020;Fracht Express;0;35;4
31.05.2020;Passagierverkehr;149;;8
31.05.2020;Fracht Express;0;;
31.05.2020;Fracht Cargo;0;;
31.05.2020;Andere Kategorien;6;;86
01.06.2020;Passagierverkehr;200;;11
01.06.2020;Fracht Express;0;66;7
01.06.2020;Andere Kategorien;1;;115
01.06.2020;Fracht Cargo;0;47;2
02.06.2020;Fracht Cargo;0;27;2
02.06.2020;Passagierverkehr;12;0;18
02.06.2020;Fracht Express;0;185;14
02.06.2020;Andere Kategorien;3;;92
03.06.2020;Fracht Express;0;204;16
03.06.2020;Fracht Cargo;0;60;4
03.06.2020;Passagierverkehr;453;;11
03.06.2020;Andere Kategorien;0;;51
04.06.2020;Andere Kategorien;0;;28
04.06.2020;Passagierverkehr;56;;17
04.06.2020;Fracht Cargo;0;123;4
04.06.2020;Fracht Express;0;188;16
05.06.2020;Passagierverkehr;665;1;20
05.06.2020;Fracht Cargo;0;88;2
05.06.2020;Fracht Express;0;153;10
05.06.2020;Andere Kategorien;0;;70
06.06.2020;Fracht Cargo;0;97;6
06.06.2020;Fracht Express;0;34;4
06.06.2020;Passagierverkehr;0;;6
06.06.2020;Andere Kategorien;1;;21
07.06.2020;Andere Kategorien;1;;43
07.06.2020;Passagierverkehr;240;;20
07.06.2020;Fracht Express;0;;
07.06.2020;Fracht Cargo;0;;
08.06.2020;Fracht Express;0;174;13
08.06.2020;Andere Kategorien;0;;38
08.06.2020;Passagierverkehr;706;;11
08.06.2020;Fracht Cargo;0;40;2
09.06.2020;Andere Kategorien;2;;40
09.06.2020;Passagierverkehr;35;0;14
09.06.2020;Fracht Express;0;194;17
09.06.2020;Fracht Cargo;0;;
10.06.2020;Passagierverkehr;241;;7
10.06.2020;Andere Kategorien;1;;44
10.06.2020;Fracht Express;0;209;16
10.06.2020;Fracht Cargo;0;63;4
11.06.2020;Fracht Express;0;184;16
11.06.2020;Andere Kategorien;9;;80
11.06.2020;Passagierverkehr;53;;16
11.06.2020;Fracht Cargo;0;;
12.06.2020;Fracht Cargo;0;52;4
12.06.2020;Passagierverkehr;737;0;21
12.06.2020;Fracht Express;0;136;10
12.06.2020;Andere Kategorien;0;;161
13.06.2020;Passagierverkehr;20;;13
13.06.2020;Fracht Express;0;32;4
13.06.2020;Fracht Cargo;0;85;4
13.06.2020;Andere Kategorien;0;;80
14.06.2020;Fracht Express;0;;
14.06.2020;Fracht Cargo;0;;
14.06.2020;Passagierverkehr;602;;18
14.06.2020;Andere Kategorien;8;;33
15.06.2020;Andere Kategorien;0;;73
15.06.2020;Passagierverkehr;1222;;26
15.06.2020;Fracht Express;0;168;14
15.06.2020;Fracht Cargo;0;56;2
16.06.2020;Fracht Express;0;170;14
16.06.2020;Passagierverkehr;22;0;18
16.06.2020;Fracht Cargo;0;;
16.06.2020;Andere Kategorien;10;;123
17.06.2020;Passagierverkehr;1202;;25
17.06.2020;Andere Kategorien;0;;19
17.06.2020;Fracht Express;0;224;18
17.06.2020;Fracht Cargo;0;82;4
18.06.2020;Fracht Cargo;0;;
18.06.2020;Passagierverkehr;402;;20
18.06.2020;Fracht Express;0;201;16
18.06.2020;Andere Kategorien;2;;45
19.06.2020;Passagierverkehr;1820;0;24
19.06.2020;Fracht Cargo;0;76;2
19.06.2020;Fracht Express;0;161;10
19.06.2020;Andere Kategorien;1;;63
20.06.2020;Passagierverkehr;414;;10
20.06.2020;Fracht Express;0;48;4
20.06.2020;Andere Kategorien;0;;78
20.06.2020;Fracht Cargo;0;100;4
21.06.2020;Passagierverkehr;924;;21
21.06.2020;Andere Kategorien;5;;59
21.06.2020;Fracht Express;0;;
21.06.2020;Fracht Cargo;0;;
22.06.2020;Fracht Express;0;166;14
22.06.2020;Andere Kategorien;5;;76
22.06.2020;Passagierverkehr;1853;;30
22.06.2020;Fracht Cargo;0;82;2
23.06.2020;Passagierverkehr;338;0;15
23.06.2020;Fracht Express;0;200;16
23.06.2020;Fracht Cargo;0;;
23.06.2020;Andere Kategorien;23;;85
24.06.2020;Fracht Express;0;204;16
24.06.2020;Fracht Cargo;0;60;4
24.06.2020;Andere Kategorien;21;;62
24.06.2020;Passagierverkehr;1573;;32
25.06.2020;Passagierverkehr;442;;22
25.06.2020;Fracht Express;0;199;16
25.06.2020;Fracht Cargo;0;1;2
25.06.2020;Andere Kategorien;12;;115
26.06.2020;Passagierverkehr;2045;0;33
26.06.2020;Fracht Express;0;153;10
26.06.2020;Andere Kategorien;2;;86
26.06.2020;Fracht Cargo;0;56;2
27.06.2020;Andere Kategorien;11;;93
27.06.2020;Fracht Express;0;42;4
27.06.2020;Passagierverkehr;1145;;23
27.06.2020;Fracht Cargo;0;111;4
28.06.2020;Fracht Cargo;0;;
28.06.2020;Andere Kategorien;2;;37
28.06.2020;Passagierverkehr;1971;;34
28.06.2020;Fracht Express;0;;
29.06.2020;Passagierverkehr;2441;;35
29.06.2020;Fracht Express;0;168;14
29.06.2020;Fracht Cargo;0;112;4
29.06.2020;Andere Kategorien;11;;72
30.06.2020;Passagierverkehr;1180;0;31
30.06.2020;Fracht Cargo;0;;
30.06.2020;Andere Kategorien;20;;84
30.06.2020;Fracht Express;0;182;15
01.07.2020;Passagierverkehr;3477;;55
01.07.2020;Fracht Express;0;210;17
01.07.2020;Andere Kategorien;1;;49
01.07.2020;Fracht Cargo;0;64;4
02.07.2020;Passagierverkehr;3137;0;55
02.07.2020;Fracht Cargo;0;;
02.07.2020;Andere Kategorien;8;;85
02.07.2020;Fracht Express;0;195;16
03.07.2020;Fracht Cargo;0;105;4
03.07.2020;Passagierverkehr;7247;0;91
03.07.2020;Fracht Express;0;137;10
03.07.2020;Andere Kategorien;6;;68
04.07.2020;Fracht Express;0;18;4
04.07.2020;Fracht Cargo;0;63;4
04.07.2020;Passagierverkehr;6869;0;84
04.07.2020;Andere Kategorien;15;;110
05.07.2020;Fracht Express;0;;
05.07.2020;Passagierverkehr;8525;;94
05.07.2020;Fracht Cargo;0;;
05.07.2020;Andere Kategorien;7;;78
06.07.2020;Passagierverkehr;5972;;79
06.07.2020;Fracht Express;0;168;14
06.07.2020;Andere Kategorien;4;;33
06.07.2020;Fracht Cargo;0;50;2
07.07.2020;Fracht Express;0;205;16
07.07.2020;Fracht Cargo;0;;
07.07.2020;Andere Kategorien;4;;66
07.07.2020;Passagierverkehr;3351;0;57
08.07.2020;Passagierverkehr;4991;;59
08.07.2020;Fracht Cargo;0;85;4
08.07.2020;Fracht Express;0;198;16
08.07.2020;Andere Kategorien;5;;94
09.07.2020;Passagierverkehr;3956;0;62
09.07.2020;Andere Kategorien;15;;54
09.07.2020;Fracht Express;0;197;16
09.07.2020;Fracht Cargo;0;;
10.07.2020;Passagierverkehr;7818;0;85
10.07.2020;Fracht Cargo;0;46;2
10.07.2020;Andere Kategorien;25;;79
10.07.2020;Fracht Express;0;144;10
11.07.2020;Fracht Cargo;0;82;4
11.07.2020;Passagierverkehr;7928;0;82
11.07.2020;Andere Kategorien;5;;64
11.07.2020;Fracht Express;0;46;4
12.07.2020;Andere Kategorien;0;;36
12.07.2020;Fracht Express;0;;
12.07.2020;Passagierverkehr;8940;;98
12.07.2020;Fracht Cargo;0;;
13.07.2020;Passagierverkehr;7384;;87
13.07.2020;Fracht Express;0;151;13
13.07.2020;Fracht Cargo;0;51;2
13.07.2020;Andere Kategorien;7;;62
14.07.2020;Passagierverkehr;4572;0;54
14.07.2020;Andere Kategorien;4;;38
14.07.2020;Fracht Express;0;180;17
14.07.2020;Fracht Cargo;0;;
15.07.2020;Fracht Express;0;188;16
15.07.2020;Fracht Cargo;0;47;2
15.07.2020;Passagierverkehr;6667;;73
15.07.2020;Andere Kategorien;22;;21
16.07.2020;Passagierverkehr;5087;0;63
16.07.2020;Fracht Express;0;207;16
16.07.2020;Andere Kategorien;3;;37
16.07.2020;Fracht Cargo;0;37;4
17.07.2020;Fracht Cargo;0;55;2
17.07.2020;Andere Kategorien;3;;32
17.07.2020;Fracht Express;0;149;10
17.07.2020;Passagierverkehr;10972;0;104
18.07.2020;Fracht Express;0;48;4
18.07.2020;Fracht Cargo;0;71;4
18.07.2020;Andere Kategorien;12;;62
18.07.2020;Passagierverkehr;9938;0;97
19.07.2020;Andere Kategorien;1;;76
19.07.2020;Fracht Express;0;;
19.07.2020;Fracht Cargo;0;;
19.07.2020;Passagierverkehr;11348;;105
20.07.2020;Fracht Express;0;158;14
20.07.2020;Passagierverkehr;8862;0;88
20.07.2020;Fracht Cargo;0;64;2
20.07.2020;Andere Kategorien;15;;75
21.07.2020;Fracht Express;0;172;16
21.07.2020;Fracht Cargo;0;;
21.07.2020;Andere Kategorien;0;;72
21.07.2020;Passagierverkehr;6565;0;70
22.07.2020;Fracht Cargo;0;67;4
22.07.2020;Fracht Express;0;195;18
22.07.2020;Passagierverkehr;7475;;77
22.07.2020;Andere Kategorien;14;;70
23.07.2020;Andere Kategorien;9;;87
23.07.2020;Passagierverkehr;6816;;74
23.07.2020;Fracht Cargo;0;29;2
23.07.2020;Fracht Express;0;182;16
24.07.2020;Fracht Express;0;142;10
24.07.2020;Passagierverkehr;12364;2;116
24.07.2020;Fracht Cargo;0;26;2
24.07.2020;Andere Kategorien;35;;44
25.07.2020;Andere Kategorien;8;;87
25.07.2020;Fracht Express;0;37;4
25.07.2020;Passagierverkehr;12182;;111
25.07.2020;Fracht Cargo;0;59;4
26.07.2020;Fracht Express;0;;
26.07.2020;Andere Kategorien;3;;24
26.07.2020;Passagierverkehr;13085;;119
26.07.2020;Fracht Cargo;0;;
27.07.2020;Fracht Express;0;159;14
27.07.2020;Passagierverkehr;10522;;104
27.07.2020;Fracht Cargo;0;54;2
27.07.2020;Andere Kategorien;11;;59
28.07.2020;Fracht Express;0;169;16
28.07.2020;Fracht Cargo;0;;
28.07.2020;Andere Kategorien;13;;60
28.07.2020;Passagierverkehr;8672;0;79
29.07.2020;Fracht Express;0;193;16
29.07.2020;Andere Kategorien;1;;48
29.07.2020;Fracht Cargo;0;50;4
29.07.2020;Passagierverkehr;8823;;78
30.07.2020;Fracht Express;0;185;16
30.07.2020;Passagierverkehr;10505;;95
30.07.2020;Fracht Cargo;0;15;2
30.07.2020;Andere Kategorien;2;;64
31.07.2020;Fracht Express;0;133;9
31.07.2020;Fracht Cargo;0;;
31.07.2020;Passagierverkehr;14614;1;127
31.07.2020;Andere Kategorien;5;;43
01.08.2020;Fracht Express;0;35;4
01.08.2020;Andere Kategorien;2;;39
01.08.2020;Passagierverkehr;14828;0;119
01.08.2020;Fracht Cargo;0;118;6
02.08.2020;Fracht Cargo;0;;
02.08.2020;Andere Kategorien;16;;27
02.08.2020;Passagierverkehr;15927;;137
02.08.2020;Fracht Express;0;;
03.08.2020;Andere Kategorien;4;;14
03.08.2020;Fracht Express;0;146;14
03.08.2020;Passagierverkehr;12910;0;116
03.08.2020;Fracht Cargo;0;;
04.08.2020;Fracht Express;0;164;16
04.08.2020;Passagierverkehr;11057;1;97
04.08.2020;Fracht Cargo;0;;
04.08.2020;Andere Kategorien;10;;18
05.08.2020;Passagierverkehr;10474;0;106
05.08.2020;Andere Kategorien;5;;79
05.08.2020;Fracht Express;0;175;16
05.08.2020;Fracht Cargo;0;63;4
06.08.2020;Fracht Express;0;177;16
06.08.2020;Passagierverkehr;12006;;110
06.08.2020;Fracht Cargo;0;21;2
06.08.2020;Andere Kategorien;13;;96
07.08.2020;Passagierverkehr;15594;0;150
07.08.2020;Fracht Express;0;129;10
07.08.2020;Fracht Cargo;0;52;2
07.08.2020;Andere Kategorien;2;;69
08.08.2020;Fracht Express;0;35;4
08.08.2020;Fracht Cargo;0;71;4
08.08.2020;Passagierverkehr;15311;0;129
08.08.2020;Andere Kategorien;2;;71
09.08.2020;Fracht Cargo;0;;
09.08.2020;Andere Kategorien;3;;75
09.08.2020;Fracht Express;0;;
09.08.2020;Passagierverkehr;14984;0;127
10.08.2020;Passagierverkehr;13037;0;116
10.08.2020;Fracht Express;0;140;14
10.08.2020;Andere Kategorien;4;;39
10.08.2020;Fracht Cargo;0;50;2
11.08.2020;Passagierverkehr;10725;0;95
11.08.2020;Fracht Cargo;0;;
11.08.2020;Fracht Express;0;173;18
11.08.2020;Andere Kategorien;13;;37
12.08.2020;Fracht Express;0;174;16
12.08.2020;Andere Kategorien;12;;65
12.08.2020;Passagierverkehr;10211;0;98
12.08.2020;Fracht Cargo;0;60;4
13.08.2020;Passagierverkehr;11135;0;111
13.08.2020;Andere Kategorien;1;;91
13.08.2020;Fracht Express;0;176;16
13.08.2020;Fracht Cargo;0;17;2
14.08.2020;Passagierverkehr;15052;0;130
14.08.2020;Andere Kategorien;2;;44
14.08.2020;Fracht Cargo;0;101;2
14.08.2020;Fracht Express;0;131;10
15.08.2020;Fracht Cargo;0;85;4
15.08.2020;Fracht Express;0;33;4
15.08.2020;Passagierverkehr;14668;0;119
15.08.2020;Andere Kategorien;7;;98
16.08.2020;Fracht Express;0;;
16.08.2020;Fracht Cargo;0;;
16.08.2020;Andere Kategorien;7;;57
16.08.2020;Passagierverkehr;15153;;134
17.08.2020;Passagierverkehr;12723;0;121
17.08.2020;Fracht Cargo;0;60;2
17.08.2020;Fracht Express;0;153;12
17.08.2020;Andere Kategorien;3;;65
18.08.2020;Fracht Express;0;178;16
18.08.2020;Fracht Cargo;0;;
18.08.2020;Passagierverkehr;10179;0;98
18.08.2020;Andere Kategorien;1;;57
19.08.2020;Fracht Cargo;0;66;4
19.08.2020;Passagierverkehr;9157;;89
19.08.2020;Andere Kategorien;3;;72
19.08.2020;Fracht Express;0;182;16
20.08.2020;Passagierverkehr;10761;0;108
20.08.2020;Fracht Express;0;174;16
20.08.2020;Andere Kategorien;6;;99
20.08.2020;Fracht Cargo;0;;
21.08.2020;Fracht Express;0;133;11
21.08.2020;Passagierverkehr;14688;1;133
21.08.2020;Fracht Cargo;0;62;2
21.08.2020;Andere Kategorien;2;;127
22.08.2020;Andere Kategorien;2;;18
22.08.2020;Passagierverkehr;13419;;119
22.08.2020;Fracht Cargo;0;44;2
22.08.2020;Fracht Express;0;40;4
23.08.2020;Passagierverkehr;14671;;131
23.08.2020;Fracht Express;0;;
23.08.2020;Fracht Cargo;0;;
23.08.2020;Andere Kategorien;2;;34
24.08.2020;Fracht Cargo;0;40;2
24.08.2020;Passagierverkehr;11991;0;126
24.08.2020;Fracht Express;0;147;15
24.08.2020;Andere Kategorien;2;;85
25.08.2020;Passagierverkehr;8808;0;92
25.08.2020;Andere Kategorien;8;;70
25.08.2020;Fracht Cargo;0;0;1
25.08.2020;Fracht Express;0;181;16
26.08.2020;Fracht Express;0;197;16
26.08.2020;Fracht Cargo;0;74;5
26.08.2020;Passagierverkehr;7842;0;79
26.08.2020;Andere Kategorien;22;;29
27.08.2020;Fracht Cargo;0;15;2
27.08.2020;Passagierverkehr;9822;0;114
27.08.2020;Fracht Express;0;185;16
27.08.2020;Andere Kategorien;12;;92
28.08.2020;Passagierverkehr;14344;0;135
28.08.2020;Fracht Cargo;0;54;4
28.08.2020;Fracht Express;0;142;10
28.08.2020;Andere Kategorien;3;;23
29.08.2020;Fracht Cargo;0;87;4
29.08.2020;Andere Kategorien;8;;30
29.08.2020;Passagierverkehr;12176;0;108
29.08.2020;Fracht Express;0;37;4
30.08.2020;Passagierverkehr;14424;0;131
30.08.2020;Fracht Express;0;;
30.08.2020;Fracht Cargo;0;3;1
30.08.2020;Andere Kategorien;0;;8
31.08.2020;Fracht Cargo;0;52;3
31.08.2020;Fracht Express;0;158;14
31.08.2020;Passagierverkehr;11778;0;123
31.08.2020;Andere Kategorien;8;;38
01.09.2020;Passagierverkehr;6193;1;79
01.09.2020;Fracht Cargo;0;;
01.09.2020;Fracht Express;0;180;16
01.09.2020;Andere Kategorien;7;;79
02.09.2020;Andere Kategorien;3;;55
02.09.2020;Fracht Cargo;0;73;8
02.09.2020;Passagierverkehr;6118;0;68
02.09.2020;Fracht Express;0;193;16
03.09.2020;Passagierverkehr;6755;;73
03.09.2020;Fracht Express;0;210;18
03.09.2020;Fracht Cargo;0;;
03.09.2020;Andere Kategorien;3;;96
04.09.2020;Fracht Cargo;0;52;2
04.09.2020;Andere Kategorien;28;;139
04.09.2020;Passagierverkehr;11619;0;131
04.09.2020;Fracht Express;0;150;10
05.09.2020;Passagierverkehr;9577;0;105
05.09.2020;Fracht Express;0;32;4
05.09.2020;Fracht Cargo;0;117;4
05.09.2020;Andere Kategorien;3;;74
06.09.2020;Fracht Express;0;;
06.09.2020;Fracht Cargo;0;;
06.09.2020;Andere Kategorien;7;;46
06.09.2020;Passagierverkehr;11434;0;128
07.09.2020;Fracht Express;0;169;14
07.09.2020;Andere Kategorien;11;;57
07.09.2020;Fracht Cargo;0;59;2
07.09.2020;Passagierverkehr;9133;;100
08.09.2020;Fracht Express;0;189;16
08.09.2020;Fracht Cargo;0;;
08.09.2020;Andere Kategorien;28;;83
08.09.2020;Passagierverkehr;5228;0;72
09.09.2020;Fracht Express;0;195;16
09.09.2020;Fracht Cargo;0;91;4
09.09.2020;Passagierverkehr;5377;;81
09.09.2020;Andere Kategorien;8;;58
10.09.2020;Fracht Express;0;195;16
10.09.2020;Andere Kategorien;10;;63
10.09.2020;Fracht Cargo;0;20;2
10.09.2020;Passagierverkehr;5772;0;80
11.09.2020;Fracht Cargo;0;;
11.09.2020;Fracht Express;0;147;10
11.09.2020;Andere Kategorien;1;;104
11.09.2020;Passagierverkehr;10959;0;113
12.09.2020;Fracht Express;0;35;4
12.09.2020;Andere Kategorien;2;;65
12.09.2020;Passagierverkehr;9574;0;101
12.09.2020;Fracht Cargo;0;162;6
13.09.2020;Fracht Express;0;;
13.09.2020;Passagierverkehr;10994;0;127
13.09.2020;Andere Kategorien;2;;64
13.09.2020;Fracht Cargo;0;;
14.09.2020;Fracht Express;0;176;14
14.09.2020;Andere Kategorien;7;;58
14.09.2020;Passagierverkehr;7963;;89
14.09.2020;Fracht Cargo;0;56;2
15.09.2020;Passagierverkehr;5094;1;67
15.09.2020;Fracht Express;0;204;16
15.09.2020;Fracht Cargo;0;;
15.09.2020;Andere Kategorien;17;;35
16.09.2020;Andere Kategorien;13;;75
16.09.2020;Passagierverkehr;4955;0;62
16.09.2020;Fracht Express;0;203;16
16.09.2020;Fracht Cargo;0;56;4
17.09.2020;Andere Kategorien;17;;66
17.09.2020;Fracht Cargo;0;33;2
17.09.2020;Passagierverkehr;5086;;80
17.09.2020;Fracht Express;0;209;20
18.09.2020;Fracht Express;0;144;10
18.09.2020;Andere Kategorien;16;;99
18.09.2020;Fracht Cargo;0;67;2
18.09.2020;Passagierverkehr;10121;1;120
19.09.2020;Passagierverkehr;8669;0;108
19.09.2020;Fracht Cargo;0;103;4
19.09.2020;Andere Kategorien;0;;59
19.09.2020;Fracht Express;0;41;4
20.09.2020;Passagierverkehr;10717;0;122
20.09.2020;Fracht Express;0;;
20.09.2020;Fracht Cargo;0;;
20.09.2020;Andere Kategorien;0;;32
21.09.2020;Passagierverkehr;8772;;98
21.09.2020;Andere Kategorien;23;;62
21.09.2020;Fracht Express;0;176;14
21.09.2020;Fracht Cargo;0;56;2
22.09.2020;Passagierverkehr;5146;0;71
22.09.2020;Andere Kategorien;3;;46
22.09.2020;Fracht Express;0;194;16
22.09.2020;Fracht Cargo;0;;
23.09.2020;Passagierverkehr;4904;;54
23.09.2020;Fracht Cargo;0;91;4
23.09.2020;Fracht Express;0;211;16
23.09.2020;Andere Kategorien;2;;60
24.09.2020;Passagierverkehr;5455;0;68
24.09.2020;Fracht Cargo;0;26;2
24.09.2020;Fracht Express;0;214;16
24.09.2020;Andere Kategorien;3;;46
25.09.2020;Passagierverkehr;10734;0;135
